ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,gate_ir,gate_breadth,gate_headroom,gate_t,gates_passed,gate_loo,class,timeframe,rule,op,leg_a,leg_b,scenario,ir_train,total_pnl_dollars,avg_cagr,avg_sharpe,avg_max_drawdown,avg_exposure,turnover_per_year,n_trades,is_baseline,generic_fallback,rankable
-0.37912210498680754,0.2,-0.37894271286694653,0.0,-0.6090709259432826,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLCONCEALBABYSWALL gate CDLIDENTICAL3CROWS,gate,CDLCONCEALBABYSWALL,CDLIDENTICAL3CROWS,binance,-0.9571762098548244,-141.47474699889972,-0.00021630023548481204,-0.1551922560533269,-0.0033925372794832652,6.7254629347092595e-06,0.0939981018179819,6,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL2CROWS and CDLIDENTICAL3CROWS,and,CDL2CROWS,CDLIDENTICAL3CROWS,binance,-0.9569131783473125,-104.66220971243945,-0.00016264092572173538,-0.6322253925307191,-0.0010466220971243946,1.7728242510729312e-06,0.06199283521691482,4,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL2CROWS and CDLLADDERBOTTOM,and,CDL2CROWS,CDLLADDERBOTTOM,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL2CROWS gate CDLIDENTICAL3CROWS,gate,CDL2CROWS,CDLIDENTICAL3CROWS,binance,-0.9569131783473125,-104.66220971243945,-0.00016264092572173538,-0.6322253925307191,-0.0010466220971243946,1.7728242510729312e-06,0.06199283521691482,4,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH and CDL2CROWS,and,CDL3STARSINSOUTH,CDL2CROWS,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH and CDLABANDONEDBABY,and,CDL3STARSINSOUTH,CDLABANDONEDBABY,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH and CDLBREAKAWAY,and,CDL3STARSINSOUTH,CDLBREAKAWAY,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH and CDLCONCEALBABYSWALL,and,CDL3STARSINSOUTH,CDLCONCEALBABYSWALL,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH and CDLCOUNTERATTACK,and,CDL3STARSINSOUTH,CDLCOUNTERATTACK,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH and CDLIDENTICAL3CROWS,and,CDL3STARSINSOUTH,CDLIDENTICAL3CROWS,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH and CDLKICKING,and,CDL3STARSINSOUTH,CDLKICKING,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH and CDLKICKINGBYLENGTH,and,CDL3STARSINSOUTH,CDLKICKINGBYLENGTH,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH and CDLLADDERBOTTOM,and,CDL3STARSINSOUTH,CDLLADDERBOTTOM,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH and CDLRISEFALL3METHODS,and,CDL3STARSINSOUTH,CDLRISEFALL3METHODS,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH and CDLTRISTAR,and,CDL3STARSINSOUTH,CDLTRISTAR,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH and CDLUPSIDEGAP2CROWS,and,CDL3STARSINSOUTH,CDLUPSIDEGAP2CROWS,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH gate CDL2CROWS,gate,CDL3STARSINSOUTH,CDL2CROWS,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH gate CDLABANDONEDBABY,gate,CDL3STARSINSOUTH,CDLABANDONEDBABY,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH gate CDLBREAKAWAY,gate,CDL3STARSINSOUTH,CDLBREAKAWAY,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH gate CDLCONCEALBABYSWALL,gate,CDL3STARSINSOUTH,CDLCONCEALBABYSWALL,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH gate CDLCOUNTERATTACK,gate,CDL3STARSINSOUTH,CDLCOUNTERATTACK,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH gate CDLIDENTICAL3CROWS,gate,CDL3STARSINSOUTH,CDLIDENTICAL3CROWS,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH gate CDLKICKING,gate,CDL3STARSINSOUTH,CDLKICKING,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH gate CDLKICKINGBYLENGTH,gate,CDL3STARSINSOUTH,CDLKICKINGBYLENGTH,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH gate CDLLADDERBOTTOM,gate,CDL3STARSINSOUTH,CDLLADDERBOTTOM,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH gate CDLRISEFALL3METHODS,gate,CDL3STARSINSOUTH,CDLRISEFALL3METHODS,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH gate CDLTRISTAR,gate,CDL3STARSINSOUTH,CDLTRISTAR,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH gate CDLUPSIDEGAP2CROWS,gate,CDL3STARSINSOUTH,CDLUPSIDEGAP2CROWS,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH or CDLKICKING,or,CDL3STARSINSOUTH,CDLKICKING,binance,-0.9581982523057109,-546.2722277957299,-0.0009079077597033191,-0.2759073691222273,-0.010974189510750455,3.0655727070485155e-05,0.35723271467896955,22,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH or CDLKICKINGBYLENGTH,or,CDL3STARSINSOUTH,CDLKICKINGBYLENGTH,binance,-0.9583882274034907,-614.217612920982,-0.001013410315038199,-0.31208421349525906,-0.011312852094339299,3.0655727070485155e-05,0.35723271467896955,22,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH vote CDLKICKING,vote,CDL3STARSINSOUTH,CDLKICKING,binance,-0.9581982523057109,-546.2722277957299,-0.0009079077597033191,-0.2759073691222273,-0.010974189510750455,3.0655727070485155e-05,0.35723271467896955,22,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDL3STARSINSOUTH vote CDLKICKINGBYLENGTH,vote,CDL3STARSINSOUTH,CDLKICKINGBYLENGTH,binance,-0.9583882274034907,-614.217612920982,-0.001013410315038199,-0.31208421349525906,-0.011312852094339299,3.0655727070485155e-05,0.35723271467896955,22,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLABANDONEDBABY and CDL2CROWS,and,CDLABANDONEDBABY,CDL2CROWS,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLABANDONEDBABY and CDLBREAKAWAY,and,CDLABANDONEDBABY,CDLBREAKAWAY,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLABANDONEDBABY and CDLCOUNTERATTACK,and,CDLABANDONEDBABY,CDLCOUNTERATTACK,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLABANDONEDBABY and CDLIDENTICAL3CROWS,and,CDLABANDONEDBABY,CDLIDENTICAL3CROWS,binance,-0.9566472047541525,0.0,0.0,,0.0,0.0,0.0,0,False,False,True
-0.3793220854344712,0.2,-0.37932208543447116,0.0,-0.609392200474171,,AVAX/USD,10,10,2.5809377138945933,False,False,False,False,0,False,crypto,15m,CDLABANDONEDBABY and CDLLADDERBOTTOM,and,CDLABANDONEDBABY,CDLLADDERBOTTOM,binance,-0.9564472793331957,87.08230584870469,0.00013446775527377054,0.2896215144213326,-0.00054386513937148,2.6610725009202873e-06,0.030996349106724542,2,False,False,True
