class,timeframe,symbol,rule,engine_pair,scenario,n_bars,windowed,vector,other,rel_diff,ok,n_fills,abs_diff,tolerance,seconds
us_stocks,1h,JNJ,DEMA_100,vector-reference,retail,13257,False,3710.770669356423,3710.7706693559635,1.2377343288504632e-13,True,,,,
us_stocks,1h,JNJ,DEMA_100,vector-reference,wide,13257,False,3016.8974345319384,3016.897434531575,1.204360245063154e-13,True,,,,
us_stocks,1h,JNJ,DEMA_100,vector-reference,pessimistic,13257,False,1797.7314834341282,1797.731483434017,6.18477944655862e-14,True,,,,
us_stocks,1h,JNJ,DEMA_100,vector-nautilus,gross,13257,False,4238.133770160622,4237.99,3.392298790428439e-05,True,7142.0,0.14377016062189796,1.267655315927796,11.05251369997859
us_stocks,1h,JNJ,LINEARREG_INTERCEPT_9,vector-reference,gross,13257,False,4805.949885199233,4805.94988519918,1.0976122090928464e-14,True,,,,
us_stocks,1h,JNJ,LINEARREG_INTERCEPT_9,vector-reference,retail,13257,False,3834.2758203482285,3834.275820347698,1.3840688133812445e-13,True,,,,
us_stocks,1h,JNJ,LINEARREG_INTERCEPT_9,vector-reference,wide,13257,False,2675.4817673500793,2675.4817673497896,1.0826986976690017e-13,True,,,,
us_stocks,1h,JNJ,LINEARREG_INTERCEPT_9,vector-reference,pessimistic,13257,False,1087.8351867082094,1087.835186708145,5.915119398293396e-14,True,,,,
us_stocks,1h,JNJ,LINEARREG_INTERCEPT_9,vector-nautilus,gross,13257,False,4805.949885199233,4806.04,1.8750674251617427e-05,True,7327.0,0.09011480076696898,1.2839684575564931,17.932827400043607
us_stocks,15m,UNH,MIDPOINT_50,vector-reference,gross,44931,False,12333.341346189158,12333.34134618939,1.887814803129623e-14,True,,,,
us_stocks,15m,UNH,MIDPOINT_50,vector-reference,retail,44931,False,8670.958490636742,8670.958490634956,2.060034765719687e-13,True,,,,
us_stocks,15m,UNH,MIDPOINT_50,vector-reference,wide,44931,False,4912.498674180238,4912.498674178357,3.828672877109724e-13,True,,,,
us_stocks,15m,UNH,MIDPOINT_50,vector-reference,pessimistic,44931,False,1186.2492014018783,1186.2492014017987,6.708606110005391e-14,True,,,,
us_stocks,15m,UNH,MIDPOINT_50,vector-nautilus,gross,20000,True,5878.214474173858,5877.95,4.499226338552171e-05,True,10607.0,0.26447417385861627,1.5448543620678294,15.466979200020432
us_stocks,15m,TSLA,CDL3OUTSIDE,vector-reference,gross,36304,False,10212.036943453664,10212.03694345376,9.440470977705381e-15,True,,,,
us_stocks,15m,TSLA,CDL3OUTSIDE,vector-reference,retail,36304,False,8215.040607060702,8215.040607060708,6.642655187787368e-16,True,,,,
us_stocks,15m,TSLA,CDL3OUTSIDE,vector-reference,wide,36304,False,5764.028249564086,5764.028249564198,1.9407928530976264e-14,True,,,,
us_stocks,15m,TSLA,CDL3OUTSIDE,vector-reference,pessimistic,36304,False,2376.504198696559,2376.50419869644,4.994270939915462e-14,True,,,,
us_stocks,15m,TSLA,CDL3OUTSIDE,vector-nautilus,gross,20000,True,16635.423253923556,16635.24,1.1015885845375691e-05,True,4729.0,0.18325392355473014,1.0315158748172517,9.209212000016123
us_stocks,15m,KO,EMA_1000,vector-reference,gross,44906,False,8757.06653398717,8757.06653398718,1.0385837520396528e-15,True,,,,
us_stocks,15m,KO,EMA_1000,vector-reference,retail,44906,False,8012.792127073065,8012.792127070295,3.4573726831638746e-13,True,,,,
us_stocks,15m,KO,EMA_1000,vector-reference,wide,44906,False,6976.499419548832,6976.499419550825,2.8576113411539785e-13,True,,,,
us_stocks,15m,KO,EMA_1000,vector-reference,pessimistic,44906,False,4934.245420580055,4934.245420580414,7.280756763777836e-14,True,,,,
us_stocks,15m,KO,EMA_1000,vector-nautilus,gross,20000,True,9010.945312222584,9010.81,1.5016429230912857e-05,True,7202.0,0.1353122225846164,1.2729689705566276,6.810383100062609
us_stocks,5m,V,CDLENGULFING,vector-reference,gross,127944,False,4495.452580437388,4495.452580437511,2.7312441304273712e-14,True,,,,
us_stocks,5m,V,CDLENGULFING,vector-reference,retail,127944,False,918.4467519911594,918.4467519904989,7.191712810035851e-13,True,,,,
us_stocks,5m,V,CDLENGULFING,vector-reference,wide,127944,False,68.34171799894976,68.34171799892734,3.281265001406715e-13,True,,,,
us_stocks,5m,V,CDLENGULFING,vector-reference,pessimistic,127944,False,0.10305861458733341,0.10305861458722822,1.0207165311173314e-12,True,,,,
us_stocks,5m,V,CDLENGULFING,vector-nautilus,gross,20000,True,7405.182918934771,7405.15,4.445391171511441e-06,True,8689.0,0.032918934771259956,1.398222085364124,20.98138719983399
