class,timeframe,symbol,rule,engine_pair,scenario,n_bars,windowed,vector,other,rel_diff,ok,n_fills,abs_diff,tolerance,seconds
crypto,15m,LINK/USD,WMA_21,vector-reference,gross,225415,False,0.23563391549186305,0.23563391549187174,3.6868610995820453e-14,True,,,,
crypto,15m,LINK/USD,WMA_21,vector-reference,binance,225415,False,3.045509026848784e-36,3.045509026846484e-36,2.3005822242118574e-36,True,,,,
crypto,15m,LINK/USD,WMA_21,vector-reference,coinbase,225415,False,5.133718559916482e-199,5.133718559910249e-199,6.232387097707863e-199,True,,,,
crypto,15m,LINK/USD,WMA_21,vector-reference,kraken,225415,False,1.0629381498942564e-261,1.0629381498935562e-261,7.001897685385708e-262,True,,,,
crypto,15m,LINK/USD,WMA_21,vector-nautilus,gross,20000,True,4697.405710610616,4690.82,0.0014019888884070559,False,22846.0,6.5857106106159335,2.2672339976279465,25.663547600153834
crypto,15m,ADA/USD,CDLRISEFALL3METHODS,vector-reference,gross,225473,False,10191.6771974175,10191.677197417486,1.4278234039883275e-15,True,,,,
crypto,15m,ADA/USD,CDLRISEFALL3METHODS,vector-reference,binance,225473,False,8583.621698014085,8583.621698014087,2.1191397612114001e-16,True,,,,
crypto,15m,ADA/USD,CDLRISEFALL3METHODS,vector-reference,coinbase,225473,False,3862.2171590855637,3862.217159085553,2.8258215350737044e-15,True,,,,
crypto,15m,ADA/USD,CDLRISEFALL3METHODS,vector-reference,kraken,225473,False,2842.84433958146,2842.8443395814506,3.359204102614264e-15,True,,,,
crypto,15m,ADA/USD,CDLRISEFALL3METHODS,vector-nautilus,gross,20000,True,9632.701142512957,9630.58,0.0002202022549620423,False,74.0,2.1211425129567942,0.1290348790056394,0.4706808999180794
crypto,15m,SOL/USD,LINEARREG_SLOPE,vector-reference,gross,171096,False,771.948021474302,771.9480214743699,8.792177741472223e-14,True,,,,
crypto,15m,SOL/USD,LINEARREG_SLOPE,vector-reference,binance,171096,False,3.0735669418073455e-10,3.0735669418066434e-10,2.284217517291833e-13,True,,,,
crypto,15m,SOL/USD,LINEARREG_SLOPE,vector-reference,coinbase,171096,False,4.331762639984741e-68,4.331762639983e-68,1.741109879061666e-68,True,,,,
