class,timeframe,symbol,rule,scenario,ir_test,ir_train,years_test,total_return,pnl_dollars,cagr,sharpe,max_drawdown,exposure,n_trades,turnover_per_year,n_bars,years,bars_per_year
us_stocks,1m,AAPL,ACCBANDS,gross,-1.1297499957722383,-1.410577698152153,2.543022283063351,-0.761342349586302,-7613.4234958630195,-0.20176949088323348,-0.8489423763474975,-0.8113238147432753,0.9973920598053232,11992,3270.1247076696714,620413,6.357555707658377,97586.71862719883
us_stocks,1m,AAPL,ACCBANDS,retail,-1.7014875366219842,-1.9619299666944279,2.543022283063351,-0.9382290589986335,-9382.290589986334,-0.35464506775550275,-1.7526775253370372,-0.9476471891740658,0.9973920598053232,11992,3270.1247076696714,620413,6.357555707658377,97586.71862719883
us_stocks,1m,AAPL,ACCBANDS,wide,-2.5796127966097027,-2.8084835522928815,2.543022283063351,-0.9923406640523613,-9923.406640523614,-0.5352731722850221,-3.132954292955748,-0.9928125086849089,0.9973920598053232,11992,3270.1247076696714,620413,6.357555707658377,97586.71862719883
us_stocks,1m,AAPL,ACCBANDS,pessimistic,-4.747302196013748,-4.8982510720380255,2.543022283063351,-0.9999586022282722,-9999.586022282721,-0.7955531256761574,-6.479865746915923,-0.9999605623851973,0.9973920598053232,11992,3270.1247076696714,620413,6.357555707658377,97586.71862719883
us_stocks,1m,MSFT,ACCBANDS,gross,-0.433899310979993,-0.9007858794229594,2.543022283063351,-0.24463808830706968,-2446.3808830706967,-0.04317034182846613,-0.09705805332298884,-0.3835676515621351,0.9973806756728439,12136,3315.4251365205064,620389,6.357555707658377,97582.94359146127
us_stocks,1m,MSFT,ACCBANDS,retail,-1.04712760607763,-1.506393936820188,2.543022283063351,-0.8080775832309517,-8080.775832309517,-0.22866936664011994,-1.0919598535584987,-0.8374115490526124,0.9973806756728439,12136,3315.4251365205064,620389,6.357555707658377,97582.94359146127
us_stocks,1m,MSFT,ACCBANDS,wide,-1.9894523012159502,-2.4364655166467526,2.543022283063351,-0.9768756258635818,-9768.756258635818,-0.44705822063186196,-2.610371835290014,-0.9800074490561094,0.9973806756728439,12136,3315.4251365205064,620389,6.357555707658377,97582.94359146127
us_stocks,1m,MSFT,ACCBANDS,pessimistic,-4.314878996752555,-4.729845402663679,2.543022283063351,-0.9998836708851939,-9998.836708851939,-0.7594752807018659,-6.2816457310722225,-0.9998977525990197,0.9973806756728439,12136,3315.4251365205064,620389,6.357555707658377,97582.94359146127
us_stocks,1m,AMZN,ACCBANDS,gross,-0.4213797267903114,-0.9333872883503143,2.543022283063351,-0.5762725266977372,-5762.7252669773725,-0.12633833851834075,-0.36273645867067494,-0.7791620615724082,0.9973577648118543,13835,3849.9072796980695,616145,6.357555707658378,96915.39143853437
us_stocks,1m,AMZN,ACCBANDS,retail,-0.8882089685905661,-1.532672248005431,2.543022283063351,-0.9135774546825435,-9135.774546825434,-0.3196400924707994,-1.2798575987408325,-0.9404373624613843,0.9973577648118543,13835,3849.9072796980695,616145,6.357555707658378,96915.39143853437
us_stocks,1m,AMZN,ACCBANDS,wide,-1.6063075710544283,-2.454464056080476,2.543022283063351,-0.9925930641874916,-9925.930641874917,-0.5377161414229388,-2.682479505973315,-0.9940834223786031,0.9973577648118543,13835,3849.9072796980695,616145,6.357555707658378,96915.39143853437
us_stocks,1m,AMZN,ACCBANDS,pessimistic,-3.3856476774650743,-4.7323353345316415,2.543022283063351,-0.999984103725174,-9999.84103725174,-0.8241280397757023,-6.092339864697473,-0.999985951082336,0.9973577648118543,13835,3849.9072796980695,616145,6.357555707658378,96915.39143853437
us_stocks,1m,NVDA,ACCBANDS,gross,-1.1639426101335537,-1.6822272309961184,2.543022283063351,-0.893747076907867,-8937.47076907867,-0.29717033247435853,-0.7088064046575236,-0.9050311511226931,0.997387745624474,11734,3188.961439311925,620154,6.357555707658377,97545.97969986423
us_stocks,1m,NVDA,ACCBANDS,retail,-1.4553194581281912,-2.0242545459865577,2.543022283063351,-0.9715917695450312,-9715.917695450313,-0.42886686775394467,-1.2373748057393488,-0.9744055353927115,0.997387745624474,11734,3188.961439311925,620154,6.357555707658377,97545.97969986423
us_stocks,1m,NVDA,ACCBANDS,wide,-1.9035074902043825,-2.550418499383595,2.543022283063351,-0.9962951899184057,-9962.951899184058,-0.5854436957726517,-2.048774499858922,-0.9966228022179718,0.997387745624474,11734,3188.961439311925,620154,6.357555707658377,97545.97969986423
us_stocks,1m,NVDA,ACCBANDS,pessimistic,-3.017910857499209,-3.8568867749649955,2.543022283063351,-0.9999772826445663,-9999.772826445664,-0.8139683405821028,-4.047275903566687,-0.9999791767298616,0.997387745624474,11734,3188.961439311925,620154,6.357555707658377,97545.97969986423
us_stocks,1m,GOOGL,ACCBANDS,gross,-0.9477865251181653,-1.73651901804665,2.543022283063351,-0.8182155615158866,-8182.155615158866,-0.23522560843721874,-0.9440135614069444,-0.86099556770575,0.9972941101798247,15892,4497.0113223797935,598694,6.357555707658377,94170.46857785407
us_stocks,1m,GOOGL,ACCBANDS,retail,-1.4490614052455666,-2.5630371353081682,2.543022283063351,-0.9715672043259251,-9715.672043259252,-0.42878921346296184,-2.096977623637871,-0.977431114653279,0.9972941101798247,15892,4497.0113223797935,598694,6.357555707658377,94170.46857785407
us_stocks,1m,GOOGL,ACCBANDS,wide,-2.2194512825620643,-3.8315694350347465,2.543022283063351,-0.9983855345749776,-9983.855345749776,-0.6362173090448513,-3.8550066814172195,-0.9986751481119218,0.9972941101798247,15892,4497.0113223797935,598694,6.357555707658377,94170.46857785407
us_stocks,1m,GOOGL,ACCBANDS,pessimistic,-4.125213671210604,-6.9474653508975575,2.543022283063351,-0.9999987625633798,-9999.987625633798,-0.8822951672330733,-8.08834073947916,-0.9999989134953853,0.9972941101798247,15892,4497.0113223797935,598694,6.357555707658377,94170.46857785407
us_stocks,1m,META,ACCBANDS,gross,-0.7021834190380589,-0.742068254328462,2.5430428169442543,-0.5330995306548063,-5330.995306548063,-0.11290186119331014,-0.2467959267524546,-0.6843205422170632,0.9973903175785243,12155,3321.375457668966,620382,6.357607042360636,97581.0546116494
us_stocks,1m,META,ACCBANDS,retail,-1.120027191801669,-1.1501984776184362,2.5430428169442543,-0.8817050829042923,-8817.050829042922,-0.28519910548991945,-0.9598336686045223,-0.9036198723238896,0.9973903175785243,12155,3321.375457668966,620382,6.357607042360636,97581.0546116494
us_stocks,1m,META,ACCBANDS,wide,-1.7628913826685761,-1.7784830416711455,2.5430428169442543,-0.9858096693132473,-9858.096693132473,-0.48793697418966253,-2.052307795160415,-0.9875700984552891,0.9973903175785243,12155,3321.375457668966,620382,6.357607042360636,97581.0546116494
us_stocks,1m,META,ACCBANDS,pessimistic,-3.357496739527221,-3.3374624256672663,2.5430428169442543,-0.99992939842384,-9999.2939842384,-0.777642292048006,-4.7260407818679315,-0.999936829519416,0.9973903175785243,12155,3321.375457668966,620382,6.357607042360636,97581.0546116494
us_stocks,1m,TSLA,ACCBANDS,gross,0.30418321322606,-0.9923944923355112,2.5430428169442547,0.11177078017916764,1117.7078017916765,0.016805358663307457,0.2712050949827432,-0.7237022881218564,0.9973918412021388,11076,2981.939568407286,620361,6.357607042360637,97577.75148205046
us_stocks,1m,TSLA,ACCBANDS,retail,0.054262920452221156,-1.2446850278041646,2.5430428169442547,-0.6765419388861783,-6765.419388861783,-0.16266673367387496,-0.1394866888344357,-0.875496674966505,0.9973918412021388,11076,2981.939568407286,620361,6.357607042360637,97577.75148205046
us_stocks,1m,TSLA,ACCBANDS,wide,-0.3308460678062513,-1.6331165109798302,2.5430428169442547,-0.9519064318257152,-9519.064318257153,-0.3795554429087339,-0.7707307324486535,-0.9670388925145034,0.9973918412021388,11076,2981.939568407286,620361,6.357607042360637,97577.75148205046
us_stocks,1m,TSLA,ACCBANDS,pessimistic,-1.2899498953720083,-2.599612629530292,2.5430428169442547,-0.9995906482168259,-9995.906482168259,-0.7068362290369823,-2.3323027524020445,-0.9996245566608938,0.9973918412021388,11076,2981.939568407286,620361,6.357607042360637,97577.75148205046
us_stocks,1m,JPM,ACCBANDS,gross,-1.3898670897169048,-0.79245239760175,2.5430428169442543,-0.4485738124273898,-4485.738124273898,-0.08937815661598736,-0.32100280215974697,-0.5730176510648544,0.9973883263511257,13006,3589.0862470681227,619909,6.357607042360636,97506.6555497306
us_stocks,1m,JPM,ACCBANDS,retail,-2.0773742256718255,-1.422105255944197,2.5430428169442543,-0.8747737715190786,-8747.737715190786,-0.278768323928103,-1.385077149480615,-0.9013036303625532,0.9973883263511257,13006,3589.0862470681227,619909,6.357607042360636,97506.6555497306
