class,timeframe,n_assets,n_strategies,n_cells,n_skipped,skipped,n_folds,years_oos,ceiling_published,ceiling_cells,se_ir,oos_start,oos_end,ranking_stability_spearman,seconds
crypto,1d,10,29,113,2,preholiday;monday_effect,6,5.925313475391181,0.7533962440754666,0.9757252172826812,0.41081314765792154,2020-08-29,2026-08-03,-0.11237119730431373,15.732423543930054
crypto,4h,10,29,113,2,preholiday;monday_effect,4,3.577258609257723,0.9696253198113793,1.2557639931119422,0.5287188950209725,2023-01-07,2026-08-03,0.18165745162698113,38.79472041130066
us_etfs,1d,3,31,117,0,,14,13.480461446061996,0.5073386689485311,0.6503500632893965,0.2723626936445647,2013-02-11,2026-08-06,-0.001962399241242615,14.539666414260864
us_etfs,4h,3,31,117,0,,4,3.453499036620149,1.00235295466693,1.2849016789060959,0.5381090924558901,2023-02-10,2026-08-06,-0.024438056348984844,6.801347970962524
us_stocks,1d,20,31,117,0,,54,41.008338988270324,0.2908802635667295,0.3728751806211136,0.15615788222346733,1973-01-02,2026-08-04,0.23467654410989122,228.60406112670898
us_stocks,4h,20,31,117,0,,5,3.9367431513584585,0.9388188569540504,1.2034582428001093,0.504001071422878,2022-06-21,2026-07-31,0.332513688110931,49.67096924781799
