ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,legacy_gate_ir,legacy_gate_breadth,legacy_gate_headroom,legacy_gate_t,legacy_passed,legacy_gate_loo,class,timeframe,rule,scenario,ir_train,total_pnl_dollars,avg_cagr,avg_sharpe,avg_max_drawdown,avg_exposure,turnover_per_year,n_trades,is_baseline,generic_fallback,rankable
-0.017105836351271927,0.5625,-0.01710583635127194,0.0,-0.043536806611194946,,ZM.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,MAXINDEX,gross,-0.15011710230730155,168008.60414137424,0.020610227436669744,0.2576466693045518,-0.6356709309112092,0.8520863904442928,8.137050462467556,2108,False,True,True
-0.07989522672858573,0.4375,-0.07989522672858573,0.0,-0.2033448095615255,,SI.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,MININDEX,gross,0.07262495706065553,235830.42807897023,0.029638283616620305,0.2971716775366973,-0.6017733876631349,0.8456696563327575,8.453592548773958,2190,False,True,True
-0.1849661441719777,0.375,-0.18496614417197774,0.0,-0.4707653623632975,,CL.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,LINEARREG_100,gross,0.07958414882989226,434558.58393644687,0.02456839666288138,0.19758276613219758,-0.5750669748096922,0.9761628274085914,40.88662456697955,5304,False,False,True
-0.18768318972963793,0.1875,-0.18768318972963796,0.0,-0.47768063295097996,,ZW.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,TSF_9,gross,-0.0457119027444514,22005.198777904567,-0.018760673181339407,0.10297952232297689,-0.6717506540034168,0.9980584452035464,137.03292429301922,17759,False,False,True
-0.1884566914599951,0.1875,-0.1884566914599951,0.0,-0.4796493057803258,,ZC.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,TSF_1000,gross,-0.11515128798990672,17683.146767197693,-0.009586832093044291,0.0802152837598417,-0.6687391091473845,0.7594612583957869,9.673417218028407,1261,False,False,True
-0.18991672356989958,0.1875,-0.18991672356989958,0.0,-0.483365296878903,,ZC.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,LINEARREG_1000,gross,-0.11185647121443659,18508.071332386404,-0.009376855823389665,0.08167921027560743,-0.6688708886878052,0.7594612583957869,9.67340155079515,1261,False,False,True
-0.19574907190612661,0.25,-0.19574907190612661,0.0,-0.4982094597943608,,CL.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,TSF_100,gross,0.10908205371022489,471063.62508877827,0.02734679608220065,0.2106725436578271,-0.5809783652742861,0.9761628274085914,40.16081387434129,5210,False,False,True
-0.20201932882653362,0.1875,-0.20201932882653362,0.0,-0.5141681628557266,,NG.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,TEMA_100,gross,0.09593876594449885,173432.5698963136,0.022717683371518145,0.20046570500973043,-0.6011979758904933,0.9284884822257745,46.49097015901438,6030,False,False,True
-0.22634793522641877,0.25,-0.22634793522641877,0.0,-0.5760879550366522,,ZW.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,HT_PHASOR,gross,-0.0767419832883823,21117.397617258015,-0.030694692531104593,0.0655267980870547,-0.681914423017924,0.9922950553239891,109.8350904336796,14235,False,False,True
-0.2270108469815928,0.375,-0.22701084698159282,0.0,-0.577775160519777,,ZW.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,ADX,gross,-0.01124409947936466,45061.377922694104,-0.008505426740797586,0.1223749957854604,-0.6577556157449342,0.9889241420282344,30.803660649228988,3998,False,True,True
-0.22758987797335878,0.1875,-0.22758987797335878,0.0,-0.5792488774309369,,ZW.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,MFI,gross,-0.08530507530534967,59075.32416201849,-0.02130772082270367,0.047939064661467384,-0.7100538239935257,0.9966290867042453,50.69055114363296,6574,False,False,True
-0.23039726083087847,0.125,-0.23039726083087844,0.0,-0.5863940694017656,,NG.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,TRIMA_50,gross,-0.084808911061581,-10502.072896437625,-0.022986266910342293,0.0556818401483231,-0.693766370955895,0.9882018034648584,36.0994296374653,4684,False,False,True
-0.23184962196298126,0.1875,-0.23184962196298126,0.0,-0.5900905367617654,,ZW.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,ADD,gross,-0.03314255704421716,59152.77549887584,-0.009589372224125502,0.08783592012711265,-0.6716170106891877,0.9953945255165887,50.75253202399635,6584,False,True,True
-0.2328329321111571,0.25,-0.2328329321111571,0.0,-0.5925932021024621,,ZW.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,CCI,gross,-0.015665261998797697,92566.27103803575,-0.01044289697274784,0.09102367439887235,-0.6663630035376429,0.9968545475979197,61.854042359759134,8021,False,False,True
-0.23900729501477871,0.1875,-0.2390072950147787,0.0,-0.6083078411392329,,ZW.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,MULT,gross,-0.03147863792278234,59325.26043996476,-0.010578212306502605,0.08345260857466671,-0.6727169862006196,0.9954251890986187,50.829703592604176,6592,False,True,True
-0.242135725900841,0.1875,-0.242135725900841,0.0,-0.6162701463832472,,ZW.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,LINEARREG_INTERCEPT_21,gross,-0.018210167883750086,64994.08405983983,-0.008840170609451782,0.09744125271289916,-0.6592936430439644,0.9951844095774933,38.74786444315157,5027,False,False,True
-0.24263747921971482,0.1875,-0.24263747921971482,0.0,-0.6175471805347349,,ZW.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,TEMA_9,gross,-0.026003505516944466,-7206.452120152277,-0.023528778186745154,0.07480555646155056,-0.632469879566228,0.994221291492992,164.93362026508544,21372,False,False,True
-0.24302171345166282,0.25,-0.24302171345166285,0.0,-0.618525111756933,,NG.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,HT_TRENDMODE,gross,-0.09117297122520354,154938.36892754206,0.01461508047229012,0.22398812361337556,-0.638309228770613,0.7461149631961648,27.947223738028136,7240,False,False,True
-0.24339570322563592,0.25,-0.24339570322563592,0.0,-0.6194769693644577,,ZW.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,STOCHF,gross,0.02161825882498096,44744.17409312108,-0.006515640646222592,0.11082509437363755,-0.6788521913810184,0.998555322873248,218.2335543299114,28276,False,False,True
-0.24362316699820227,0.0625,-0.24362316699820227,0.0,-0.6200558972855434,,NG.v.0,16,16,6.477754962354552,False,False,False,False,0,False,cme_futures,1d,DEMA_50,gross,0.02796566008867945,82825.93760881454,0.0016999403196040486,0.1223833721119178,-0.5923649080916632,0.9764036069297168,61.28313882473374,7946,False,False,True
