ir_net,ir_hit_rate,ir_gross,headroom,t_stat,loo_retention,loo_dropped,n_assets,n_ir,years,gate_ir,gate_breadth,gate_headroom,gate_t,gates_passed,gate_loo,class,timeframe,rule,scenario,ir_train,total_pnl_dollars,avg_cagr,avg_sharpe,avg_max_drawdown,avg_exposure,turnover_per_year,n_trades,is_baseline,generic_fallback,rankable
-0.18410855269850257,0.4,-0.18410855269850254,0.0,-0.3201572567783708,,V,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,MAXINDEX,gross,-0.52700245698774,648839.7872276324,0.1591125705022241,0.6317535822990415,-0.43484389722522165,0.8535078544682516,57.69881319742571,8724,False,True,True
-0.23489583056103838,0.35,-0.23489583056103838,0.0,-0.4084742595541066,,ABBV,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,MININDEX,gross,-0.4204153951253039,608371.6392031566,0.16204791392028992,0.6547945160047519,-0.44075777726909554,0.8526441588175977,56.62737718894531,8562,False,True,True
-0.25777895946452517,0.25,-0.25777895946452517,0.0,-0.44826708649704394,,PEP,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,CDLDOJI,gross,-0.31833965929892266,802103.8714600869,0.1635339685119364,0.7173618700520459,-0.38322094094354775,0.628723532577433,198.69846915294136,30043,False,False,True
-0.2644151928166883,0.25,-0.26441519281668835,0.0,-0.4598072253674472,,PEP,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,CDLLONGLEGGEDDOJI,gross,-0.3194419796703941,799665.2538868543,0.16301810028615357,0.7148745945663965,-0.3833122970627978,0.6281087466625082,198.73815196807027,30049,False,False,True
-0.3008791589918482,0.2,-0.30087915899184825,0.0,-0.5232165738783567,,TSLA,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,HT_DCPHASE,gross,-0.5344395876314004,17546.12009188297,-0.0010305572137248975,0.14168564830521924,-0.5958477992996872,0.9938144701120386,284.4596464490233,21515,False,False,True
-0.38645115727198914,0.2,-0.38645115727198914,0.0,-0.6720227853490323,,PEP,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,LINEARREG_INTERCEPT_50,gross,-0.56084844371986,59298.459994550474,-0.01694297901775658,0.020421119641174133,-0.5988122794350186,0.9963037687254866,130.37127530349102,9866,False,False,True
-0.4102526065614184,0.25,-0.4102526065614184,0.0,-0.7134125339520321,,PEP,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,TSF_100,gross,-0.7774075784751747,-59661.13304245747,-0.08347359043022215,-0.1961159133997275,-0.689525301138201,0.9925321041596564,249.38003787507265,18863,False,False,True
-0.41227241279780236,0.2,-0.41227241279780225,0.0,-0.7169248945370589,,PEP,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,LINEARREG_100,gross,-0.7812521518361394,-67436.71483257765,-0.08434342993725454,-0.19774022456519638,-0.6890395795545524,0.9925321041596564,251.54936510211937,19027,False,False,True
-0.4142155754441146,0.2,-0.41421557544411447,0.0,-0.7203039750479806,,PEP,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,TSF_200,gross,-0.5324524267190068,83410.11034867936,-0.014939409003010828,0.025205393975852076,-0.633806518897068,0.9849887750279963,168.73132992809772,12766,False,False,True
-0.4167221390073088,0.15,-0.4167221390073088,0.0,-0.7246627867521118,,PEP,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,T3_50,gross,-0.5800122303043836,107962.64987694722,-0.021438022100277697,-0.014142915515562446,-0.6229163152226225,0.9778226123529192,177.52768728167132,13431,False,False,True
-0.42805462466540745,0.2,-0.42805462466540745,0.0,-0.7443695166546526,,PEP,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,ADXR,gross,-0.536556801675989,-1117.6937701830077,-0.02441712628300292,0.04008458514450701,-0.6256238495156472,0.9955494358123206,175.6493673655699,13289,False,True,True
-0.4302247038272772,0.15,-0.4302247038272772,0.0,-0.7481431957220986,,PEP,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,CDLRICKSHAWMAN,gross,-0.4797931186681426,387393.71485309047,0.11890549221665685,0.5919001796164601,-0.3592026737785246,0.5131736375115591,193.7910276820003,29301,False,False,True
-0.43256119813391225,0.25,-0.43256119813391225,0.0,-0.7522062639322733,,PEP,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,LINEARREG_200,gross,-0.5138055020462902,229780.9054501767,-0.007547184457303907,0.03188127663067839,-0.6301926937310982,0.9849887750279963,169.52498623067578,12826,False,False,True
-0.4332470000154903,0.15,-0.4332470000154903,0.0,-0.7533988454059817,,UNH,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,LINEARREG_1000,gross,-0.5711561106230663,-7689.852911730398,-0.03672766385917575,-0.044727401680830996,-0.6595450329626578,0.9246421419747147,68.99518790412023,5226,False,False,True
-0.4359874034879268,0.15,-0.4359874034879268,0.0,-0.7581642951656022,,UNH,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,TSF_1000,gross,-0.57451930181714,-14167.86417209735,-0.0388402421370029,-0.0502181701322207,-0.6603876355471565,0.9246421419747147,69.02164311420617,5228,False,False,True
-0.4424210008735576,0.1,-0.4424210008735576,0.0,-0.7693520583629653,,HD,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,SUM,gross,-0.621033016121317,-20931.354046623466,-0.048463667902681654,-0.06771157579487622,-0.6252443150989322,0.9963792020168029,81.08521891339284,6140,False,True,True
-0.44290862674154274,0.1,-0.44290862674154274,0.0,-0.770200019839714,,PEP,20,20,3.023979009810632,False,False,False,False,0,False,us_stocks,1h,MIDPOINT_50,gross,-0.6573499393696153,-26168.938439807287,-0.049864250772126785,-0.0873461124433895,-0.647634338243223,0.9962622743680081,203.95644215752108,15440,False,False,True
